interaction_id,user_id,recipe_id,viewed,liked,saved,rating,date_interaction
78,1,88,False,False,False,,2025-03-10
79,1,89,True,False,False,3.6,2025-04-18
80,1,90,False,False,False,,2025-04-15
81,1,91,True,False,False,4.8,2025-01-27
82,1,92,True,False,False,4.5,2025-11-23
83,1,93,False,False,False,,2025-03-24
84,1,94,False,False,False,,2025-10-10
85,1,95,False,False,False,,2025-10-15
86,1,96,True,True,False,,2025-10-07
87,1,97,True,False,False,3.1,2025-07-06
88,1,98,False,False,False,,2025-01-21
89,1,99,False,False,False,,2025-04-18
90,1,100,True,False,False,,2025-07-28
91,1,101,False,False,False,,2025-03-21
92,2,1,True,False,False,4.0,2024-09-07
93,2,2,False,False,False,,2025-05-02
94,2,3,True,False,True,5.0,2024-06-28
95,2,4,False,False,False,,2025-04-01
96,2,5,True,False,False,5.0,2024-04-03
97,2,6,False,False,False,,2025-01-13
98,2,7,True,False,False,4.3,2025-05-08
99,2,8,True,False,False,,2024-09-04
100,2,9,True,False,True,,2025-08-29
101,2,10,True,False,False,4.6,2025-04-27
102,2,11,True,False,False,4.5,2024-02-19
103,2,12,True,False,False,3.1,2025-05-23
104,2,13,True,True,True,,2024-01-20
105,2,14,True,True,False,4.5,2024-05-26
106,2,15,True,False,False,,2025-06-19
107,2,16,False,False,False,,2025-03-01
108,2,17,False,False,False,,2025-05-14
109,2,18,True,False,False,3.9,2025-06-10
110,2,19,True,False,True,,2025-04-08
111,2,20,True,False,False,4.5,2024-01-22
112,2,21,True,False,True,,2025-10-03
113,2,22,True,False,False,3.9,2025-12-07
114,2,23,False,False,False,,2025-11-16
115,2,24,True,False,False,3.6,2025-07-29
116,2,25,True,False,False,4.3,2025-07-14
117,2,26,True,False,False,4.1,2025-01-01
118,2,27,True,True,False,,2025-06-14
119,2,28,True,False,False,4.8,2025-03-28
120,2,29,True,True,True,3.5,2024-02-21
121,2,30,True,True,False,,2025-02-17
122,2,31,False,False,False,,2025-05-01
123,2,32,True,True,False,3.5,2025-09-01
124,2,33,True,False,False,,2025-10-22
125,2,34,True,False,False,4.3,2025-01-03
126,2,35,False,False,False,,2025-02-24
127,2,36,False,False,False,,2025-04-23
128,2,37,True,True,True,4.5,2024-04-21
129,2,38,True,False,False,3.5,2025-03-04
130,2,39,True,False,False,,2025-11-01
131,2,40,True,False,False,,2025-09-16
132,2,41,True,False,False,4.7,2025-08-19
133,2,42,True,True,False,,2025-09-24
134,2,43,True,True,False,,2025-05-01
135,2,44,True,False,False,3.5,2025-12-22
136,2,45,True,True,False,3.9,2025-02-01
137,2,46,True,False,False,,2025-12-23
138,2,47,True,False,False,4.9,2025-06-02
139,2,48,False,False,False,,2025-08-03
140,2,49,True,False,False,,2025-09-07
141,2,50,True,False,True,4.4,2025-07-27
142,2,51,False,False,False,,2025-08-28
143,2,52,False,False,False,,2025-11-15
144,2,53,True,False,False,,2025-02-12
145,2,54,True,True,False,3.8,2025-04-19
146,2,55,True,False,False,4.9,2025-08-04
147,2,56,True,True,True,,2025-06-29
148,2,57,True,True,False,3.1,2025-05-07
149,2,58,True,True,False,4.3,2025-10-16
150,2,59,False,False,False,,2025-08-27
151,2,70,True,False,False,,2025-02-28
152,2,71,False,False,False,,2025-03-25
153,2,72,False,False,False,,2025-02-25
154,2,73,True,False,False,,2025-07-12
155,2,74,True,False,True,,2025-11-18
156,2,75,True,False,False,,2025-03-03
157,2,76,False,False,False,,2025-10-17
158,2,77,False,False,False,,2025-06-27
159,2,78,True,False,True,,2025-01-07
160,2,79,False,False,False,,2025-09-08
161,2,80,True,False,False,,2025-12-29
162,2,81,True,True,False,,2025-11-12
163,2,82,False,False,False,,2025-10-03
164,2,83,False,False,False,,2025-08-27
165,2,84,True,False,False,,2025-02-14
166,2,85,True,False,False,,2025-12-09
167,2,86,True,True,False,3.4,2025-05-13
168,2,87,True,False,False,3.0,2025-04-08
169,2,88,True,False,False,,2025-12-20
170,2,89,True,False,False,3.6,2025-07-27
171,2,90,True,False,False,4.1,2025-08-06
172,2,91,False,False,False,,2025-10-09
173,2,92,True,False,False,3.2,2025-04-09
174,2,93,True,False,False,,2025-04-09
175,2,94,True,False,False,,2025-09-26
176,2,95,True,False,False,3.7,2025-06-04
177,2,96,True,False,False,,2025-10-11
178,2,97,True,False,False,,2025-02-22
179,2,98,False,False,False,,2025-10-21
180,2,99,True,False,False,,2025-05-10
181,2,100,False,False,False,,2025-09-02
182,2,101,True,True,False,,2025-12-18
183,3,1,True,True,False,5.0,2025-03-02
184,3,2,True,False,False,,2025-09-25
185,3,3,True,False,False,,2025-08-08
186,3,4,True,False,False,4.5,2024-09-10
187,3,5,True,False,False,,2025-04-17
188,3,6,True,True,True,5.0,2024-04-08
189,3,7,True,True,True,4.1,2025-03-22
190,3,8,True,False,False,3.5,2025-12-28
191,3,9,True,True,True,4.0,2024-01-14
192,3,10,True,False,True,3.5,2025-11-17
193,3,11,True,False,False,4.5,2024-04-12
194,3,12,True,True,False,4.5,2024-02-15
195,3,13,True,False,False,3.4,2025-03-18
196,3,14,True,True,False,5.0,2024-08-04
197,3,15,True,False,True,4.5,2024-02-05
198,3,16,False,False,False,,2025-03-14
199,3,17,True,True,False,,2025-10-19
200,3,18,False,False,False,,2025-08-13
201,3,19,True,False,False,,2025-09-14
202,3,20,True,False,False,,2025-06-15
203,3,21,True,True,False,,2025-10-22
204,3,22,True,True,False,,2025-10-23
205,3,23,True,False,False,,2025-05-23
206,3,24,True,False,True,3.5,2024-03-02
207,3,25,True,False,False,3.5,2024-01-18
208,3,26,True,False,False,3.2,2025-06-28
209,3,27,True,False,True,3.8,2025-09-11
210,3,28,True,False,False,,2025-08-21
211,3,29,True,True,True,,2025-09-21
212,3,30,False,False,False,,2025-01-01
213,3,31,True,False,False,3.7,2025-09-13
214,3,32,True,False,False,,2025-05-28
215,3,33,True,False,True,,2025-11-08
216,3,34,False,False,False,,2025-12-30
217,3,35,True,False,False,4.0,2024-07-11
218,3,36,True,False,False,5.0,2025-02-28
219,3,37,True,True,False,4.4,2025-09-18
220,3,38,False,False,False,,2025-08-01
221,3,39,True,True,False,3.5,2024-06-04
222,3,40,True,True,True,,2024-07-01
223,3,41,False,False,False,,2025-08-30
224,3,42,True,False,False,,2025-09-18
225,3,43,False,False,False,,2025-03-11
226,3,44,False,False,False,,2025-05-22
227,3,45,False,False,False,,2025-08-01
228,3,46,True,False,False,4.5,2025-10-28
229,3,47,True,False,False,4.0,2025-06-20
230,3,48,True,False,False,3.4,2025-12-24
231,3,49,True,False,False,3.6,2025-08-31
232,3,50,False,False,False,,2025-07-15
233,3,51,True,False,False,,2025-09-11
234,3,52,False,False,False,,2025-03-06
235,3,53,True,False,False,,2025-08-14
236,3,54,True,False,True,4.7,2025-03-21
237,3,55,True,False,False,,2025-07-23
238,3,56,True,False,False,,2025-07-14
239,3,57,False,False,False,,2025-11-17
240,3,58,False,False,False,,2025-09-07
241,3,59,False,False,False,,2025-01-19
242,3,70,True,True,False,3.5,2025-02-16
243,3,71,True,True,False,,2025-08-16
244,3,72,True,True,True,3.1,2025-07-03
245,3,73,True,True,False,,2025-04-03
246,3,74,True,True,False,,2025-05-04
247,3,75,True,False,False,,2025-08-24
248,3,76,True,True,False,,2025-12-13
249,3,77,True,True,False,,2025-06-03
250,3,78,True,False,False,,2025-04-12
251,3,79,False,False,False,,2025-09-05
252,3,80,True,False,False,4.4,2025-01-12
253,3,81,False,False,False,,2025-12-04
254,3,82,True,True,False,,2025-01-26
255,3,83,False,False,False,,2025-09-12
256,3,84,False,False,False,,2025-05-27
257,3,85,False,False,False,,2025-04-28
258,3,86,True,False,False,,2025-12-14
259,3,87,False,False,False,,2025-12-04
260,3,88,True,True,True,,2025-01-21
261,3,89,True,False,False,,2025-02-16
262,3,90,False,False,False,,2025-06-17
263,3,91,False,False,False,,2025-03-31
264,3,92,True,False,False,4.0,2025-05-20
265,3,93,False,False,False,,2025-05-12
266,3,94,False,False,False,,2025-09-04
267,3,95,False,False,False,,2025-06-01
268,3,96,False,False,False,,2025-06-23
269,3,97,False,False,False,,2025-08-28
270,3,98,False,False,False,,2025-03-14
271,3,99,False,False,False,,2025-04-26
272,3,100,False,False,False,,2025-12-12
273,3,101,False,False,False,,2025-10-13
274,4,1,True,False,False,4.5,2024-04-04
275,4,2,True,False,True,,2025-08-21
276,4,3,True,False,False,4.3,2025-07-10
277,4,4,True,True,False,4.0,2024-08-25
278,4,5,True,True,False,4.0,2024-05-03
279,4,6,True,True,True,,2025-10-15
280,4,7,True,False,False,,2025-08-26
281,4,8,True,False,False,4.0,2024-08-19
282,4,9,False,False,False,,2025-06-04
283,4,10,True,True,True,5.0,2025-03-01
284,4,11,True,False,True,4.3,2025-12-23
285,4,12,True,False,True,4.5,2024-01-10
286,4,13,True,False,False,5.0,2024-05-19
287,4,14,False,False,False,,2025-08-03
288,4,15,True,False,False,,2025-09-08
289,4,16,True,False,False,,2024-05-22
290,4,17,True,True,False,,2024-03-09
291,4,18,True,True,False,4.0,2024-01-15
292,4,19,True,False,False,,2025-04-22
293,4,20,True,False,False,4.4,2025-10-06
294,4,21,False,False,False,,2025-11-27
295,4,22,True,False,False,4.7,2025-08-21
296,4,23,True,True,False,,2025-01-26
297,4,24,True,True,True,4.5,2024-05-25
298,4,25,False,False,False,,2025-05-05
299,4,26,False,False,False,,2025-10-17
300,4,27,True,False,False,,2025-04-30
301,4,28,True,True,False,4.7,2025-03-16
302,4,29,True,False,False,5.0,2024-03-09
303,4,30,False,False,False,,2025-10-04
304,4,31,True,True,False,3.0,2025-05-02
305,4,32,True,True,False,3.8,2025-02-28
306,4,33,False,False,False,,2025-09-01
307,4,34,True,False,False,3.4,2025-11-11
308,4,35,True,True,False,,2024-05-02
309,4,36,True,False,False,,2025-08-23
310,4,37,True,True,False,,2025-08-07
311,4,38,True,False,False,3.2,2025-11-08
312,4,39,True,False,True,5.0,2024-09-14
313,4,40,True,True,False,,2025-12-31
314,4,41,True,False,False,4.2,2025-02-20
315,4,42,False,False,False,,2025-02-28
316,4,43,False,False,False,,2025-11-30
317,4,44,False,False,False,,2025-10-10
318,4,45,False,False,False,,2025-04-21
319,4,46,True,False,False,,2025-07-24
320,4,47,True,True,False,,2025-07-11
321,4,48,False,False,False,,2025-12-18
322,4,49,False,False,False,,2025-02-04
323,4,50,True,True,False,,2025-07-10
324,4,51,False,False,False,,2025-10-12
325,4,52,True,False,False,,2025-07-30
326,4,53,True,False,False,,2025-01-27
327,4,54,False,False,False,,2025-11-04
328,4,55,True,True,False,4.0,2025-02-25
329,4,56,True,False,True,3.5,2025-08-08
330,4,57,False,False,False,,2025-11-15
331,4,58,True,False,True,,2025-12-22
332,4,59,True,True,False,3.7,2025-01-04
333,4,70,True,True,False,4.5,2025-01-16
334,4,71,True,False,False,3.3,2025-06-09
335,4,72,False,False,False,,2025-10-18
336,4,73,True,False,False,,2025-01-26
337,4,74,True,True,False,3.9,2025-05-20
338,4,75,True,False,False,4.4,2025-10-31
339,4,76,True,False,True,4.2,2025-01-04
340,4,77,True,False,False,,2025-05-29
341,4,78,True,True,False,3.8,2025-12-27
342,4,79,True,False,False,3.8,2025-01-22
343,4,80,True,False,True,3.9,2025-07-27
344,4,81,False,False,False,,2025-08-02
345,4,82,True,False,False,4.9,2025-08-24
346,4,83,False,False,False,,2025-07-05
347,4,84,True,False,False,,2025-09-26
348,4,85,True,False,False,4.6,2025-02-09
349,4,86,True,True,False,,2025-06-28
350,4,87,True,False,False,3.2,2025-05-12
351,4,88,True,False,False,,2025-04-01
352,4,89,False,False,False,,2025-11-18
353,4,90,True,False,False,4.8,2025-10-17
354,4,91,True,False,False,,2025-06-11
355,4,92,True,True,False,3.5,2025-01-29
356,4,93,True,True,False,3.7,2025-05-27
357,4,94,True,False,False,,2025-09-17
358,4,95,True,False,False,,2025-01-22
359,4,96,True,False,False,4.0,2025-03-19
360,4,97,False,False,False,,2025-08-19
361,4,98,True,False,False,,2025-09-16
362,4,99,True,True,False,,2025-09-26
363,4,100,True,True,False,3.8,2025-06-23
364,4,101,True,True,False,3.7,2025-10-13
365,5,1,True,False,True,4.0,2024-07-24
366,5,2,True,True,True,4.5,2024-07-03
367,5,3,True,True,False,,2025-11-05
368,5,4,False,False,False,,2025-06-20
369,5,5,True,False,False,4.3,2025-12-06
370,5,6,True,False,False,3.8,2025-06-18
371,5,7,False,False,False,,2025-12-10
372,5,8,False,False,False,,2025-12-17
373,5,9,True,False,False,4.5,2024-03-21
374,5,10,False,False,False,,2025-02-17
375,5,11,True,False,False,3.4,2025-04-20
376,5,12,True,False,False,,2025-03-21
377,5,13,True,True,False,,2024-03-07
378,5,14,True,False,True,,2025-09-27
379,5,15,True,False,False,3.8,2025-03-25
380,5,16,True,False,False,,2025-08-13
381,5,17,True,False,False,,2025-11-09
382,5,18,True,True,True,4.5,2024-09-13
383,5,19,True,False,False,4.5,2024-06-05
384,5,20,True,False,False,,2025-06-08
385,5,21,True,True,True,5.0,2024-09-10
386,5,22,False,False,False,,2025-08-29
387,5,23,True,True,False,5.0,2024-05-26
388,5,24,False,False,False,,2025-04-10
389,5,25,True,False,False,3.6,2025-07-15
390,5,26,True,True,True,,2024-04-16
391,5,27,True,False,False,4.2,2025-05-09
392,5,28,True,True,False,3.0,2024-03-17
393,5,29,True,False,False,,2024-07-08
394,5,30,True,False,True,4.5,2024-02-27
395,5,31,True,False,False,,2025-12-31
396,5,32,True,True,False,4.0,2024-08-21
397,5,33,False,False,False,,2025-03-05
398,5,34,True,False,False,,2025-03-17
399,5,35,True,False,False,4.5,2024-01-23
400,5,36,False,False,False,,2025-02-16
401,5,37,False,False,False,,2025-04-24
402,5,38,True,False,False,4.5,2024-07-27
403,5,39,False,False,False,,2025-06-28
404,5,40,False,False,False,,2025-08-01
405,5,41,True,False,False,,2025-07-11
406,5,42,True,False,True,,2025-06-21
407,5,43,False,False,False,,2025-03-12
408,5,44,True,False,False,,2025-12-28
409,5,45,True,False,False,3.4,2025-03-18
410,5,46,True,False,False,3.6,2025-06-04
411,5,47,True,True,False,,2025-02-02
412,5,48,True,False,False,4.0,2025-05-04
413,5,49,False,False,False,,2025-05-30
414,5,50,True,False,False,4.3,2025-02-13
415,5,51,True,False,False,,2025-09-17
416,5,52,True,False,False,,2025-07-11
417,5,53,True,True,False,4.5,2025-11-18
418,5,54,True,False,False,3.7,2025-06-23
419,5,55,False,False,False,,2025-03-31
420,5,56,False,False,False,,2025-12-17
421,5,57,True,False,False,,2025-02-02
422,5,58,False,False,False,,2025-08-23
423,5,59,True,True,False,,2025-06-11
424,5,70,False,False,False,,2025-09-21
425,5,71,True,False,False,4.3,2025-05-27
426,5,72,True,False,False,3.2,2025-07-08
427,5,73,True,False,False,,2025-06-23
428,5,74,False,False,False,,2025-09-12
429,5,75,True,False,False,3.2,2025-08-06
430,5,76,True,False,False,,2025-06-14
431,5,77,True,False,False,4.4,2025-03-27
432,5,78,True,False,True,,2025-06-30
433,5,79,True,False,False,,2025-01-30
434,5,80,True,False,False,,2025-12-14
435,5,81,True,True,False,,2025-08-13
436,5,82,True,True,False,3.8,2025-10-18
437,5,83,True,True,False,3.9,2025-02-09
438,5,84,True,False,False,,2025-05-08
439,5,85,False,False,False,,2025-01-14
440,5,86,False,False,False,,2025-09-13
441,5,87,True,False,True,,2025-12-27
442,5,88,True,False,False,,2025-09-09
443,5,89,True,True,True,4.4,2025-02-14
444,5,90,False,False,False,,2025-06-13
445,5,91,True,False,False,3.6,2025-03-22
446,5,92,False,False,False,,2025-12-25
447,5,93,True,False,False,3.4,2025-03-13
448,5,94,True,False,False,,2025-08-28
449,5,95,False,False,False,,2025-10-10
450,5,96,True,False,True,4.4,2025-09-03
451,5,97,True,False,False,4.9,2025-11-25
452,5,98,True,False,False,4.7,2025-10-10
453,5,99,True,True,False,4.8,2025-01-29
454,5,100,False,False,False,,2025-09-23
455,5,101,True,True,False,,2025-06-27
456,6,1,True,False,False,3.0,2024-05-28
457,6,2,True,False,True,,2024-01-15
458,6,3,False,False,False,,2025-09-23
459,6,4,False,False,False,,2025-02-10
460,6,5,True,False,False,4.5,2024-02-17
461,6,6,True,False,False,3.6,2025-10-01
462,6,7,True,True,False,4.5,2024-08-16
463,6,8,True,True,True,,2024-01-24
464,6,9,True,False,False,,2025-03-29
465,6,10,True,False,False,,2025-10-16
466,6,11,True,False,True,,2025-10-23
467,6,12,True,False,False,,2024-08-10
468,6,13,True,False,True,3.5,2024-08-15
469,6,14,True,True,True,4.0,2024-03-26
470,6,15,True,False,False,5.0,2024-01-19
471,6,16,True,True,False,,2025-01-16
472,6,17,True,False,False,,2025-09-05
473,6,18,True,False,False,4.4,2025-03-22
474,6,19,True,False,False,4.0,2024-06-18
475,6,20,True,False,True,4.5,2024-05-14
476,6,21,True,False,False,,2025-06-10
477,6,22,False,False,False,,2025-06-13
478,6,23,False,False,False,,2025-06-26
479,6,24,True,False,True,4.0,2024-07-06
480,6,25,True,False,True,5.0,2024-04-03
481,6,26,False,False,False,,2025-03-08
482,6,27,True,False,False,5.0,2024-08-02
483,6,28,False,False,False,,2025-09-21
484,6,29,True,True,False,3.5,2024-01-21
485,6,30,True,False,False,3.5,2025-02-19
486,6,31,True,False,False,4.9,2025-03-23
487,6,32,True,False,True,4.5,2024-04-14
488,6,33,False,False,False,,2025-10-23
489,6,34,False,False,False,,2025-04-08
490,6,35,True,True,False,4.0,2024-01-20
491,6,36,False,False,False,,2025-09-13
492,6,37,False,False,False,,2025-08-28
493,6,38,True,True,True,5.0,2024-09-21
494,6,39,True,False,True,4.5,2024-04-02
495,6,40,True,False,True,,2025-09-16
496,6,41,True,True,False,3.6,2025-11-02
497,6,42,False,False,False,,2025-12-01
498,6,43,True,True,True,3.3,2025-05-16
499,6,44,False,False,False,,2025-07-26
500,6,45,True,False,False,4.1,2025-02-07
501,6,46,True,False,False,,2025-11-16
502,6,47,True,True,False,4.6,2025-06-23
503,6,48,True,False,True,,2025-07-25
504,6,49,True,True,True,3.9,2025-08-22
505,6,50,True,False,True,,2025-06-13
506,6,51,True,False,False,3.7,2025-09-18
507,6,52,True,False,False,,2025-07-08
508,6,53,True,True,False,4.8,2025-12-19
509,6,54,True,False,False,,2025-10-24
510,6,55,True,False,False,4.3,2025-11-14
511,6,56,False,False,False,,2025-07-14
512,6,57,True,False,True,,2025-02-26
513,6,58,True,False,False,3.4,2025-09-14
514,6,59,False,False,False,,2025-08-30
515,6,70,False,False,False,,2025-02-01
516,6,71,False,False,False,,2025-09-23
517,6,72,True,False,False,,2025-06-10
518,6,73,False,False,False,,2025-08-24
519,6,74,False,False,False,,2025-06-25
520,6,75,True,False,False,,2025-12-21
521,6,76,True,False,False,3.6,2025-06-02
522,6,77,False,False,False,,2025-12-27
523,6,78,True,False,False,4.9,2025-05-21
524,6,79,True,False,False,,2025-07-22
525,6,80,False,False,False,,2025-03-16
526,6,81,True,True,False,3.9,2025-05-12
527,6,82,False,False,False,,2025-04-20
528,6,83,True,False,False,,2025-03-12
529,6,84,True,False,False,4.8,2025-04-26
530,6,85,True,True,False,,2025-02-21
531,6,86,True,True,False,,2025-03-22
532,6,87,True,False,False,3.4,2025-05-28
533,6,88,True,False,False,4.1,2025-10-01
534,6,89,False,False,False,,2025-01-20
535,6,90,False,False,False,,2025-03-31
536,6,91,True,False,False,4.7,2025-09-11
537,6,92,True,False,False,3.1,2025-06-02
538,6,93,True,True,False,5.0,2025-10-06
539,6,94,True,False,True,,2025-05-20
540,6,95,True,True,False,3.5,2025-04-06
541,6,96,True,False,False,,2025-04-09
542,6,97,True,False,False,,2025-09-21
543,6,98,True,False,True,,2025-09-02
544,6,99,True,True,False,4.5,2025-06-18
545,6,100,True,False,True,,2025-12-21
546,6,101,True,False,False,4.4,2025-12-27
547,7,1,False,False,False,,2025-12-20
548,7,2,True,False,False,,2025-04-23
549,7,3,False,False,False,,2025-09-02
550,7,4,True,False,False,4.1,2025-08-30
551,7,5,False,False,False,,2025-12-07
552,7,6,True,True,True,4.5,2024-01-17
553,7,7,False,False,False,,2025-05-07
554,7,8,True,False,False,,2025-09-28
555,7,9,False,False,False,,2025-02-09
556,7,10,False,False,False,,2025-02-27
557,7,11,True,False,False,,2025-03-18
558,7,12,True,False,False,,2025-10-26
559,7,13,True,True,False,4.5,2024-02-01
560,7,14,True,False,False,3.3,2025-08-01
561,7,15,True,False,True,3.5,2024-06-06
562,7,16,True,True,False,,2025-01-12
563,7,17,True,False,False,,2025-01-24
564,7,18,True,True,True,3.0,2024-08-26
565,7,19,True,False,False,4.8,2025-08-30
566,7,20,True,False,False,,2025-11-27
567,7,21,False,False,False,,2025-07-11
568,7,22,True,False,False,,2024-05-06
569,7,23,False,False,False,,2025-07-15
570,7,24,True,False,False,4.9,2025-10-04
571,7,25,True,False,True,,2025-07-21
572,7,26,True,True,False,4.5,2024-03-20
573,7,27,True,False,False,3.0,2025-06-02
574,7,28,True,False,False,3.5,2025-08-24
575,7,29,True,True,False,,2025-02-27
576,7,30,True,False,False,5.0,2024-04-22
577,7,31,True,True,False,3.5,2024-08-19
578,7,32,True,False,False,,2025-01-09
579,7,33,True,True,False,4.5,2024-06-18
580,7,34,True,True,False,4.5,2024-08-01
581,7,35,True,True,False,4.3,2025-01-25
582,7,36,True,True,False,,2025-01-29
583,7,37,True,False,False,5.0,2024-01-27
584,7,38,True,False,False,,2025-10-22
585,7,39,True,False,False,3.6,2025-03-15
586,7,40,False,False,False,,2025-09-24
587,7,41,True,False,True,,2025-03-31
588,7,42,True,False,False,,2025-11-26
589,7,43,True,False,False,3.3,2025-07-12
590,7,44,True,False,False,4.7,2025-03-15
591,7,45,False,False,False,,2025-01-30
592,7,46,True,False,False,3.5,2025-04-15
593,7,47,True,True,False,4.1,2025-04-08
594,7,48,True,False,False,3.1,2025-10-28
595,7,49,False,False,False,,2025-10-14
596,7,50,True,True,False,4.8,2025-04-19
597,7,51,False,False,False,,2025-03-02
598,7,52,False,False,False,,2025-09-03
599,7,53,False,False,False,,2025-12-23
600,7,54,True,True,False,,2025-05-25
601,7,55,True,False,False,4.0,2025-09-12
602,7,56,True,False,False,,2025-06-13
603,7,57,False,False,False,,2025-07-09
604,7,58,True,True,False,,2025-01-09
605,7,59,True,False,False,3.3,2025-06-18
606,7,70,True,False,False,,2025-12-17
607,7,71,True,False,False,,2025-09-09
608,7,72,True,False,False,4.1,2025-04-05
609,7,73,False,False,False,,2025-10-05
610,7,74,False,False,False,,2025-01-31
611,7,75,True,False,True,,2025-01-25
612,7,76,False,False,False,,2025-07-31
613,7,77,True,False,True,3.4,2025-08-22
614,7,78,True,False,False,,2025-09-05
615,7,79,True,True,False,3.0,2025-05-21
616,7,80,True,True,False,,2025-08-09
617,7,81,False,False,False,,2025-04-02
618,7,82,True,True,True,4.1,2025-07-01
619,7,83,True,False,False,4.1,2025-12-23
620,7,84,True,False,False,,2025-11-29
621,7,85,False,False,False,,2025-02-17
622,7,86,True,False,False,,2025-12-26
623,7,87,True,False,False,,2025-10-17
624,7,88,False,False,False,,2025-02-18
625,7,89,False,False,False,,2025-01-22
626,7,90,True,False,False,,2025-05-19
627,7,91,True,True,False,,2025-10-16
628,7,92,True,True,False,3.4,2025-03-15
629,7,93,False,False,False,,2025-12-31
630,7,94,False,False,False,,2025-02-09
631,7,95,True,False,False,,2025-12-13
632,7,96,False,False,False,,2025-06-19
633,7,97,True,False,False,,2025-02-10
634,7,98,True,False,True,4.7,2025-06-24
635,7,99,True,False,False,,2025-06-17
636,7,100,True,True,False,3.7,2025-07-12
637,7,101,True,False,False,4.2,2025-05-07
638,8,1,False,False,False,,2025-02-12
639,8,2,True,False,False,3.8,2025-07-04
640,8,3,True,True,False,3.5,2025-03-09
641,8,4,True,True,True,4.5,2024-07-28
642,8,5,True,False,False,,2025-02-22
643,8,6,True,True,False,4.0,2024-07-01
644,8,7,True,False,True,,2025-06-16
645,8,8,True,False,False,5.0,2024-02-17
646,8,9,False,False,False,,2025-01-07
647,8,10,True,False,False,4.5,2024-01-28
648,8,11,True,False,True,,2025-05-05
649,8,12,True,True,False,3.6,2025-09-10
650,8,13,True,True,False,4.6,2025-07-04
651,8,14,True,True,False,,2025-04-11
652,8,15,True,True,True,4.7,2025-07-14
653,8,16,False,False,False,,2025-06-18
654,8,17,True,False,False,,2025-11-01
655,8,18,True,False,False,3.6,2025-07-23
656,8,19,True,True,False,3.0,2024-03-02
