interaction_id,user_id,recipe_id,viewed,liked,saved,rating,date_interaction,score_raw,score_log,score,user_idx,item_idx
312,4,39,True,False,True,5.0,2024-09-14,30.0,3.4339872044851463,9.7066,3,38
6695,74,52,True,False,True,5.0,2025-11-27,30.0,3.4339872044851463,9.7066,73,51
443,5,89,True,True,True,4.4,2025-02-14,30.0,3.4339872044851463,9.7066,4,78
828,10,9,True,False,True,5.0,2024-08-01,30.0,3.4339872044851463,9.7066,9,8
2137,24,44,True,False,True,4.9,2025-09-23,29.5,3.417726683613366,9.6549,23,43
879,10,70,True,False,True,4.9,2025-07-29,29.5,3.417726683613366,9.6549,9,59
5956,66,41,True,False,True,4.9,2025-11-23,29.5,3.417726683613366,9.6549,65,40
2125,24,32,True,True,True,4.3,2025-09-18,29.5,3.417726683613366,9.6549,23,31
8874,98,47,True,False,True,4.9,2025-02-10,29.5,3.417726683613366,9.6549,97,46
6661,74,18,True,True,True,4.3,2025-07-27,29.5,3.417726683613366,9.6549,73,17
3951,44,38,True,False,True,4.9,2025-03-23,29.5,3.417726683613366,9.6549,43,37
2274,25,100,True,False,True,4.9,2025-12-27,29.5,3.417726683613366,9.6549,24,89
3617,40,78,True,True,True,4.3,2025-04-26,29.5,3.417726683613366,9.6549,39,67
3935,44,22,True,True,True,4.3,2025-12-07,29.5,3.417726683613366,9.6549,43,21
6370,70,101,True,True,True,4.3,2025-05-05,29.5,3.417726683613366,9.6549,69,90
6679,74,36,True,False,True,4.9,2025-06-05,29.5,3.417726683613366,9.6549,73,35
4394,49,26,True,True,True,4.3,2025-02-04,29.5,3.417726683613366,9.6549,48,25
3185,35,101,True,True,True,4.3,2025-12-08,29.5,3.417726683613366,9.6549,34,90
3127,35,33,True,False,True,4.9,2025-09-16,29.5,3.417726683613366,9.6549,34,32
3061,34,58,True,False,True,4.9,2025-10-21,29.5,3.417726683613366,9.6549,33,57
8087,89,89,True,False,True,4.9,2025-09-14,29.5,3.417726683613366,9.6549,88,78
8062,89,54,True,True,True,4.3,2025-04-13,29.5,3.417726683613366,9.6549,88,53
8415,93,43,True,False,True,4.9,2025-02-03,29.5,3.417726683613366,9.6549,92,42
2551,29,3,True,True,True,4.3,2025-05-06,29.5,3.417726683613366,9.6549,28,2
2630,29,92,True,False,True,4.9,2025-10-20,29.5,3.417726683613366,9.6549,28,81
5624,62,83,True,False,True,4.9,2025-07-30,29.5,3.417726683613366,9.6549,61,72
2065,23,73,True,False,True,4.9,2025-12-07,29.5,3.417726683613366,9.6549,22,62
847,10,28,True,True,True,4.2,2025-01-11,29.0,3.4011973816621555,9.6024,9,27
1296,15,22,True,True,False,5.0,2025-01-16,29.0,3.4011973816621555,9.6024,14,21
6460,71,100,True,False,True,4.8,2025-09-04,29.0,3.4011973816621555,9.6024,70,89
4648,52,7,True,True,True,4.2,2025-06-24,29.0,3.4011973816621555,9.6024,51,6
6569,73,17,True,False,True,4.8,2025-08-02,29.0,3.4011973816621555,9.6024,72,16
4418,49,50,True,True,False,5.0,2025-05-12,29.0,3.4011973816621555,9.6024,48,49
2631,29,93,True,False,True,4.8,2025-12-28,29.0,3.4011973816621555,9.6024,28,82
183,3,1,True,True,False,5.0,2025-03-02,29.0,3.4011973816621555,9.6024,2,0
744,9,16,True,True,False,5.0,2024-01-24,29.0,3.4011973816621555,9.6024,8,15
196,3,14,True,True,False,5.0,2024-08-04,29.0,3.4011973816621555,9.6024,2,13
1921,22,10,True,True,True,4.2,2025-09-20,29.0,3.4011973816621555,9.6024,21,9
2230,25,46,True,True,False,5.0,2025-11-17,29.0,3.4011973816621555,9.6024,24,45
8793,97,57,True,True,False,5.0,2025-09-23,29.0,3.4011973816621555,9.6024,96,56
4187,47,1,True,False,True,4.8,2025-12-01,29.0,3.4011973816621555,9.6024,46,0
8769,97,33,True,False,True,4.8,2025-07-29,29.0,3.4011973816621555,9.6024,96,32
5733,63,101,True,True,True,4.2,2025-03-10,29.0,3.4011973816621555,9.6024,62,90
5743,64,10,True,True,False,5.0,2025-10-04,29.0,3.4011973816621555,9.6024,63,9
387,5,23,True,True,False,5.0,2024-05-26,29.0,3.4011973816621555,9.6024,4,22
2414,27,48,True,True,False,5.0,2025-12-19,29.0,3.4011973816621555,9.6024,26,47
7273,80,94,True,True,True,4.2,2025-06-04,29.0,3.4011973816621555,9.6024,79,83
2292,26,17,True,True,False,5.0,2025-09-05,29.0,3.4011973816621555,9.6024,25,16
7126,79,28,True,False,True,4.8,2025-10-22,29.0,3.4011973816621555,9.6024,78,27
7199,80,10,True,False,True,4.8,2025-04-15,29.0,3.4011973816621555,9.6024,79,9
3016,34,13,True,False,True,4.8,2025-07-03,29.0,3.4011973816621555,9.6024,33,12
67,1,77,True,False,True,4.8,2025-09-29,29.0,3.4011973816621555,9.6024,0,66
5579,62,28,True,True,True,4.2,2025-01-20,29.0,3.4011973816621555,9.6024,61,27
7814,86,89,True,False,True,4.8,2025-11-28,29.0,3.4011973816621555,9.6024,85,78
1639,19,1,True,False,True,4.8,2025-07-16,29.0,3.4011973816621555,9.6024,18,0
538,6,93,True,True,False,5.0,2025-10-06,29.0,3.4011973816621555,9.6024,5,82
5169,57,83,True,True,False,5.0,2025-11-04,29.0,3.4011973816621555,9.6024,56,72
7451,82,90,True,True,False,5.0,2025-09-24,29.0,3.4011973816621555,9.6024,81,79
662,8,25,True,True,False,5.0,2024-01-26,29.0,3.4011973816621555,9.6024,7,24
8893,98,76,True,True,False,5.0,2025-06-12,29.0,3.4011973816621555,9.6024,97,65
6258,69,80,True,True,False,4.9,2025-06-15,28.5,3.3843902633457743,9.549,68,69
8469,94,6,True,False,True,4.7,2025-02-06,28.5,3.3843902633457743,9.549,93,5
8406,93,34,True,True,True,4.1,2025-06-13,28.5,3.3843902633457743,9.549,92,33
189,3,7,True,True,True,4.1,2025-03-22,28.5,3.3843902633457743,9.549,2,6
4635,51,95,True,False,True,4.7,2025-09-24,28.5,3.3843902633457743,9.549,50,84
6365,70,96,True,True,False,4.9,2025-12-18,28.5,3.3843902633457743,9.549,69,85
6275,69,97,True,True,True,4.1,2025-04-21,28.5,3.3843902633457743,9.549,68,86
20,1,20,True,True,False,4.9,2025-12-19,28.5,3.3843902633457743,9.549,0,19
9044,100,35,True,True,False,4.9,2025-06-20,28.5,3.3843902633457743,9.549,99,34
6859,76,34,True,False,True,4.7,2025-10-05,28.5,3.3843902633457743,9.549,75,33
3787,42,56,True,True,False,4.9,2025-08-03,28.5,3.3843902633457743,9.549,41,55
3776,42,45,True,False,True,4.7,2025-03-26,28.5,3.3843902633457743,9.549,41,44
1113,13,21,True,False,True,4.7,2025-09-16,28.5,3.3843902633457743,9.549,12,20
6962,77,46,True,True,False,4.9,2025-05-11,28.5,3.3843902633457743,9.549,76,45
634,7,98,True,False,True,4.7,2025-06-24,28.5,3.3843902633457743,9.549,6,87
6120,68,23,True,True,False,4.9,2025-08-05,28.5,3.3843902633457743,9.549,67,22
5999,66,94,True,True,False,4.9,2025-03-16,28.5,3.3843902633457743,9.549,65,83
3482,39,24,True,True,False,4.9,2025-12-09,28.5,3.3843902633457743,9.549,38,23
3465,39,7,True,True,False,4.9,2025-10-29,28.5,3.3843902633457743,9.549,38,6
1545,17,99,True,True,False,4.9,2025-11-27,28.5,3.3843902633457743,9.549,16,88
3049,34,46,True,False,True,4.7,2025-03-17,28.5,3.3843902633457743,9.549,33,45
7008,78,1,True,False,True,4.7,2025-09-04,28.5,3.3843902633457743,9.549,77,0
3015,34,12,True,True,False,4.9,2025-02-20,28.5,3.3843902633457743,9.549,33,11
8038,89,30,True,True,False,4.9,2025-01-13,28.5,3.3843902633457743,9.549,88,29
7945,88,28,True,True,False,4.9,2025-09-20,28.5,3.3843902633457743,9.549,87,27
73,1,83,True,True,False,4.9,2025-02-07,28.5,3.3843902633457743,9.549,0,72
5800,64,77,True,False,True,4.7,2025-03-19,28.5,3.3843902633457743,9.549,63,66
5524,61,74,True,True,False,4.9,2025-04-20,28.5,3.3843902633457743,9.549,60,63
5509,61,49,True,True,False,4.9,2025-04-02,28.5,3.3843902633457743,9.549,60,48
5443,60,84,True,True,False,4.9,2025-11-18,28.5,3.3843902633457743,9.549,59,73
8921,99,3,True,True,False,4.9,2025-06-17,28.5,3.3843902633457743,9.549,98,2
7409,82,38,True,True,False,4.9,2025-03-23,28.5,3.3843902633457743,9.549,81,37
5801,64,78,True,True,True,4.1,2025-04-17,28.5,3.3843902633457743,9.549,63,67
7570,84,17,True,False,True,4.7,2025-07-06,28.5,3.3843902633457743,9.549,83,16
6010,67,4,True,False,True,4.7,2025-03-28,28.5,3.3843902633457743,9.549,66,3
7675,85,31,True,True,False,4.9,2025-05-29,28.5,3.3843902633457743,9.549,84,30
3326,37,50,True,False,True,4.7,2025-01-15,28.5,3.3843902633457743,9.549,36,49
3269,36,94,True,True,False,4.9,2025-04-16,28.5,3.3843902633457743,9.549,35,83
3221,36,36,True,True,False,4.9,2025-10-09,28.5,3.3843902633457743,9.549,35,35
3376,38,9,True,True,False,4.9,2025-10-09,28.5,3.3843902633457743,9.549,37,8
3159,35,75,True,False,True,4.7,2025-01-28,28.5,3.3843902633457743,9.549,34,64
2172,24,89,True,True,False,4.9,2025-09-26,28.5,3.3843902633457743,9.549,23,78
3516,39,58,True,True,False,4.9,2025-05-13,28.5,3.3843902633457743,9.549,38,57
7025,78,18,True,True,True,4.1,2025-02-05,28.5,3.3843902633457743,9.549,77,17
618,7,82,True,True,True,4.1,2025-07-01,28.5,3.3843902633457743,9.549,6,71
1519,17,73,True,False,True,4.7,2025-05-07,28.5,3.3843902633457743,9.549,16,62
6069,67,73,True,False,True,4.7,2025-11-17,28.5,3.3843902633457743,9.549,66,62
6791,75,57,True,True,True,4.1,2025-01-10,28.5,3.3843902633457743,9.549,74,56
2804,31,84,True,True,False,4.9,2025-05-21,28.5,3.3843902633457743,9.549,30,73
8286,92,5,True,True,False,4.9,2025-04-29,28.5,3.3843902633457743,9.549,91,4
6485,72,24,True,True,True,4.1,2025-10-09,28.5,3.3843902633457743,9.549,71,23
4680,52,39,True,True,False,4.9,2025-09-30,28.5,3.3843902633457743,9.549,51,38
2708,30,79,True,False,True,4.7,2025-06-15,28.5,3.3843902633457743,9.549,29,68
1293,15,19,True,True,False,4.9,2025-01-12,28.5,3.3843902633457743,9.549,14,18
2341,26,76,True,False,True,4.7,2025-03-06,28.5,3.3843902633457743,9.549,25,65
6923,77,7,True,True,False,4.9,2025-10-20,28.5,3.3843902633457743,9.549,76,6
5716,63,84,True,True,False,4.9,2025-04-23,28.5,3.3843902633457743,9.549,62,73
2241,25,57,True,False,True,4.7,2025-01-23,28.5,3.3843902633457743,9.549,24,56
8251,91,71,True,True,True,4.1,2025-08-07,28.5,3.3843902633457743,9.549,90,60
2874,32,53,True,True,True,4.1,2025-04-21,28.5,3.3843902633457743,9.549,31,52
8290,92,9,True,False,True,4.7,2025-05-11,28.5,3.3843902633457743,9.549,91,8
4080,45,86,True,True,False,4.9,2025-08-20,28.5,3.3843902633457743,9.549,44,75
236,3,54,True,False,True,4.7,2025-03-21,28.5,3.3843902633457743,9.549,2,53
5511,61,51,True,True,False,4.9,2025-08-10,28.5,3.3843902633457743,9.549,60,50
1971,22,70,True,True,False,4.9,2025-08-02,28.5,3.3843902633457743,9.549,21,59
6919,77,3,True,True,False,4.9,2025-08-30,28.5,3.3843902633457743,9.549,76,2
1721,19,93,True,True,False,4.8,2025-11-07,28.0,3.367295829986474,9.4947,18,82
1993,22,92,True,True,False,4.8,2025-10-03,28.0,3.367295829986474,9.4947,21,81
830,10,11,True,True,False,4.8,2025-05-24,28.0,3.367295829986474,9.4947,9,10
1278,15,4,True,True,False,4.8,2025-02-15,28.0,3.367295829986474,9.4947,14,3
6253,69,75,True,True,False,4.8,2025-09-21,28.0,3.367295829986474,9.4947,68,64
4036,45,32,True,True,False,4.8,2025-05-08,28.0,3.367295829986474,9.4947,44,31
1104,13,12,True,False,True,4.6,2025-02-28,28.0,3.367295829986474,9.4947,12,11
8991,99,83,True,True,False,4.8,2025-09-13,28.0,3.367295829986474,9.4947,98,72
5574,62,23,True,True,False,4.8,2025-08-03,28.0,3.367295829986474,9.4947,61,22
8945,99,27,True,True,False,4.8,2025-07-25,28.0,3.367295829986474,9.4947,98,26
5516,61,56,True,True,False,4.8,2025-04-16,28.0,3.367295829986474,9.4947,60,55
469,6,14,True,True,True,4.0,2024-03-26,28.0,3.367295829986474,9.4947,5,13
1183,13,101,True,False,True,4.6,2025-06-22,28.0,3.367295829986474,9.4947,12,90
1176,13,94,True,True,False,4.8,2025-11-19,28.0,3.367295829986474,9.4947,12,83
3284,37,8,True,True,False,4.8,2025-12-22,28.0,3.367295829986474,9.4947,36,7
508,6,53,True,True,False,4.8,2025-12-19,28.0,3.367295829986474,9.4947,5,52
7636,84,93,True,False,True,4.6,2025-07-26,28.0,3.367295829986474,9.4947,83,82
453,5,99,True,True,False,4.8,2025-01-29,28.0,3.367295829986474,9.4947,4,88
3213,36,28,True,True,False,4.8,2025-06-16,28.0,3.367295829986474,9.4947,35,27
5850,65,26,True,False,True,4.6,2025-03-28,28.0,3.367295829986474,9.4947,64,25
7410,82,39,True,True,False,4.8,2025-12-29,28.0,3.367295829986474,9.4947,81,38
3161,35,77,True,True,False,4.8,2025-08-17,28.0,3.367295829986474,9.4947,34,66
1598,18,51,True,True,False,4.8,2025-11-11,28.0,3.367295829986474,9.4947,17,50
5941,66,26,True,True,False,4.8,2025-02-13,28.0,3.367295829986474,9.4947,65,25
5760,64,27,True,True,False,4.8,2025-12-03,28.0,3.367295829986474,9.4947,63,26
2416,27,50,True,True,False,4.8,2025-01-03,28.0,3.367295829986474,9.4947,26,49
5292,59,14,True,True,True,4.0,2025-04-22,28.0,3.367295829986474,9.4947,58,13
2409,27,43,True,False,True,4.6,2025-06-04,28.0,3.367295829986474,9.4947,26,42
6966,77,50,True,False,True,4.6,2025-11-15,28.0,3.367295829986474,9.4947,76,49
5093,56,98,True,True,False,4.8,2025-09-01,28.0,3.367295829986474,9.4947,55,87
5144,57,48,True,True,False,4.8,2025-04-10,28.0,3.367295829986474,9.4947,56,47
976,11,76,True,True,False,4.8,2025-11-15,28.0,3.367295829986474,9.4947,10,65
4823,53,101,True,True,False,4.8,2025-02-01,28.0,3.367295829986474,9.4947,52,90
6762,75,28,True,True,False,4.8,2025-11-19,28.0,3.367295829986474,9.4947,74,27
6175,68,88,True,True,False,4.8,2025-11-14,28.0,3.367295829986474,9.4947,67,77
4293,48,16,True,True,False,4.8,2025-12-18,28.0,3.367295829986474,9.4947,47,15
8775,97,39,True,True,False,4.8,2025-07-28,28.0,3.367295829986474,9.4947,96,38
4132,46,37,True,True,True,4.0,2025-08-25,28.0,3.367295829986474,9.4947,45,36
2857,32,36,True,True,True,4.0,2025-09-22,28.0,3.367295829986474,9.4947,31,35
4287,48,10,True,True,False,4.8,2025-03-08,28.0,3.367295829986474,9.4947,47,9
191,3,9,True,True,True,4.0,2024-01-14,28.0,3.367295829986474,9.4947,2,8
2236,25,52,True,True,False,4.8,2025-02-17,28.0,3.367295829986474,9.4947,24,51
8224,91,34,True,False,True,4.6,2025-09-07,28.0,3.367295829986474,9.4947,90,33
1405,16,40,True,False,True,4.6,2025-07-14,28.0,3.367295829986474,9.4947,15,39
1421,16,56,True,False,True,4.6,2025-08-22,28.0,3.367295829986474,9.4947,15,55
9015,100,6,True,True,False,4.8,2025-01-29,28.0,3.367295829986474,9.4947,99,5
2533,28,86,True,True,False,4.8,2025-01-31,28.0,3.367295829986474,9.4947,27,75
8458,93,96,True,True,False,4.8,2025-06-29,28.0,3.367295829986474,9.4947,92,85
1439,16,84,True,False,True,4.6,2025-05-10,28.0,3.367295829986474,9.4947,15,73
1936,22,25,True,True,False,4.8,2025-03-31,28.0,3.367295829986474,9.4947,21,24
8181,90,92,True,True,False,4.8,2025-08-15,28.0,3.367295829986474,9.4947,89,81
8094,89,96,True,False,True,4.6,2025-04-19,28.0,3.367295829986474,9.4947,88,85
1765,20,36,True,True,True,4.0,2025-12-21,28.0,3.367295829986474,9.4947,19,35
9068,100,59,True,True,False,4.8,2025-11-15,28.0,3.367295829986474,9.4947,99,58
771,9,43,True,True,False,4.8,2025-01-16,28.0,3.367295829986474,9.4947,8,42
2767,31,37,True,False,True,4.6,2025-03-14,28.0,3.367295829986474,9.4947,30,36
795,9,77,True,True,False,4.8,2025-08-23,28.0,3.367295829986474,9.4947,8,66
8482,94,19,True,True,False,4.8,2025-01-06,28.0,3.367295829986474,9.4947,93,18
7300,81,20,True,False,True,4.6,2025-04-19,28.0,3.367295829986474,9.4947,80,19
7301,81,21,True,True,False,4.8,2025-03-04,28.0,3.367295829986474,9.4947,80,20
7823,86,98,True,True,True,4.0,2025-03-12,28.0,3.367295829986474,9.4947,85,87
5772,64,39,True,False,True,4.6,2025-08-06,28.0,3.367295829986474,9.4947,63,38
8643,95,99,True,True,False,4.8,2025-09-13,28.0,3.367295829986474,9.4947,94,88
596,7,50,True,True,False,4.8,2025-04-19,28.0,3.367295829986474,9.4947,6,49
6992,77,86,True,True,False,4.8,2025-10-04,28.0,3.367295829986474,9.4947,76,75
6047,67,41,True,True,False,4.8,2025-06-06,28.0,3.367295829986474,9.4947,66,40
1223,14,40,True,False,True,4.6,2025-09-01,28.0,3.367295829986474,9.4947,13,39
3112,35,18,True,True,False,4.8,2025-09-08,28.0,3.367295829986474,9.4947,34,17
7076,78,79,True,True,False,4.8,2025-02-15,28.0,3.367295829986474,9.4947,77,68
8716,96,81,True,False,True,4.6,2025-09-08,28.0,3.367295829986474,9.4947,95,70
8509,94,46,True,True,False,4.7,2025-08-18,27.5,3.349904087274605,9.4395,93,45
2992,33,90,True,False,True,4.5,2025-10-27,27.5,3.349904087274605,9.4395,32,79
1711,19,83,True,True,False,4.7,2025-01-26,27.5,3.349904087274605,9.4395,18,72
3708,41,78,True,True,False,4.7,2025-01-22,27.5,3.349904087274605,9.4395,40,67
1122,13,30,True,True,False,4.7,2025-05-26,27.5,3.349904087274605,9.4395,12,29
1126,13,34,True,True,False,4.7,2025-08-05,27.5,3.349904087274605,9.4395,12,33
5691,63,49,True,False,True,4.5,2025-04-11,27.5,3.349904087274605,9.4395,62,48
8081,89,83,True,True,False,4.7,2025-05-03,27.5,3.349904087274605,9.4395,88,72
8110,90,11,True,False,True,4.5,2025-03-14,27.5,3.349904087274605,9.4395,89,10
4043,45,39,True,True,False,4.7,2025-08-29,27.5,3.349904087274605,9.4395,44,38
6863,76,38,True,False,True,4.5,2025-11-07,27.5,3.349904087274605,9.4395,75,37
891,10,82,True,True,False,4.7,2025-01-18,27.5,3.349904087274605,9.4395,9,71
4286,48,9,True,True,False,4.7,2025-03-07,27.5,3.349904087274605,9.4395,47,8
4141,46,46,True,True,False,4.7,2025-07-26,27.5,3.349904087274605,9.4395,45,45
2832,32,11,True,False,True,4.5,2025-12-01,27.5,3.349904087274605,9.4395,31,10
4203,47,17,True,True,True,3.9,2025-08-16,27.5,3.349904087274605,9.4395,46,16
285,4,12,True,False,True,4.5,2024-01-10,27.5,3.349904087274605,9.4395,3,11
8332,92,51,True,True,True,3.9,2025-05-16,27.5,3.349904087274605,9.4395,91,50
197,3,15,True,False,True,4.5,2024-02-05,27.5,3.349904087274605,9.4395,2,14
740,9,12,True,False,True,4.5,2025-10-29,27.5,3.349904087274605,9.4395,8,11
1356,15,92,True,True,False,4.7,2025-11-12,27.5,3.349904087274605,9.4395,14,81
4689,52,48,True,True,False,4.7,2025-08-09,27.5,3.349904087274605,9.4395,51,47
4685,52,44,True,True,True,3.9,2025-07-25,27.5,3.349904087274605,9.4395,51,43
8504,94,41,True,True,False,4.7,2025-10-25,27.5,3.349904087274605,9.4395,93,40
8410,93,38,True,True,True,3.9,2025-03-27,27.5,3.349904087274605,9.4395,92,37
2605,29,57,True,True,False,4.7,2025-03-06,27.5,3.349904087274605,9.4395,28,56
7986,88,79,True,True,False,4.7,2025-11-11,27.5,3.349904087274605,9.4395,87,68
301,4,28,True,True,False,4.7,2025-03-16,27.5,3.349904087274605,9.4395,3,27
8858,98,31,True,False,True,4.5,2025-12-27,27.5,3.349904087274605,9.4395,97,30
7031,78,24,True,True,False,4.7,2025-12-20,27.5,3.349904087274605,9.4395,77,23
3554,40,5,True,False,True,4.5,2025-03-12,27.5,3.349904087274605,9.4395,39,4
1527,17,81,True,True,False,4.7,2025-11-17,27.5,3.349904087274605,9.4395,16,70
7326,81,46,True,True,False,4.7,2025-02-07,27.5,3.349904087274605,9.4395,80,45
7790,86,55,True,True,False,4.7,2025-08-16,27.5,3.349904087274605,9.4395,85,54
2277,26,2,True,True,False,4.7,2025-08-02,27.5,3.349904087274605,9.4395,25,1
1541,17,95,True,True,False,4.7,2025-09-24,27.5,3.349904087274605,9.4395,16,84
4974,55,70,True,True,False,4.7,2025-03-23,27.5,3.349904087274605,9.4395,54,59
7217,80,28,True,False,True,4.5,2025-03-18,27.5,3.349904087274605,9.4395,79,27
3109,35,15,True,True,False,4.7,2025-04-08,27.5,3.349904087274605,9.4395,34,14
394,5,30,True,False,True,4.5,2024-02-27,27.5,3.349904087274605,9.4395,4,29
7884,87,58,True,False,True,4.5,2025-10-25,27.5,3.349904087274605,9.4395,86,57
5748,64,15,True,True,False,4.7,2025-10-16,27.5,3.349904087274605,9.4395,63,14
4812,53,90,True,True,True,3.9,2025-05-28,27.5,3.349904087274605,9.4395,52,79
1653,19,15,True,True,False,4.7,2025-10-18,27.5,3.349904087274605,9.4395,18,14
3382,38,15,True,False,True,4.5,2025-08-05,27.5,3.349904087274605,9.4395,37,14
5227,58,40,True,True,False,4.7,2025-09-15,27.5,3.349904087274605,9.4395,57,39
5253,58,76,True,False,True,4.5,2025-11-25,27.5,3.349904087274605,9.4395,57,65
7492,83,30,True,True,False,4.7,2025-05-21,27.5,3.349904087274605,9.4395,82,29
7417,82,46,True,True,False,4.7,2025-12-31,27.5,3.349904087274605,9.4395,81,45
5904,65,90,True,True,False,4.7,2025-06-19,27.5,3.349904087274605,9.4395,64,79
